venue_id,name,city,state_region,country,latitude,longitude,notes,setting,capacity
venue-the-hullabaloo-hollywood,The Hullabaloo,Hollywood,CA,US,,,Normalized from gdshowsdb 1967 bulk baseline.,,
venue-the-music-box-omaha,The Music Box,Omaha,NE,US,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-the-north-face-ski-shop-san-francisco,The North Face Ski Shop,San Francisco,CA,US,,,Normalized from gdshowsdb 1966 bulk baseline.,,
venue-the-old-cheese-factory-san-francisco,The Old Cheese Factory,San Francisco,CA,US,,,Normalized from gdshowsdb 1966 bulk baseline.,,
venue-the-omni-atlanta,The Omni,Atlanta,GA,US,33.7575,-84.396666666667,Normalized from gdshowsdb 1973 bulk baseline. Wikidata: Q1970067 (name+city matched).,indoor,16181
venue-the-palace-auburn-hills,The Palace,Auburn Hills,MI,US,,,Normalized from gdshowsdb 1992 bulk baseline.,,
venue-the-palestra-university-of-rochester-rochester,"The Palestra, University of Rochester",Rochester,NY,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-the-palladium-new-york,The Palladium,New York,NY,US,40.7333,-73.9882,Normalized from gdshowsdb 1977 bulk baseline. Wikidata: Q7127710 (name+city matched).,indoor,
venue-the-pyramid-memphis,The Pyramid,Memphis,TN,US,,,Normalized from gdshowsdb 1995 bulk baseline.,,
venue-the-rock-garden-san-francisco,The Rock Garden,San Francisco,CA,US,,,Normalized from gdshowsdb 1967 bulk baseline.,,
venue-the-summit-houston,The Summit,Houston,TX,US,29.730277777778,-95.435,Normalized from gdshowsdb 1978 bulk baseline. Wikidata: Q2435324 (name+city matched).,indoor,15676
venue-the-syndrome-chicago,The Syndrome,Chicago,IL,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-the-warehouse-new-orleans,The Warehouse,New Orleans,LA,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-thee-club-los-angeles,Thee Club,Los Angeles,CA,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-thee-experience-west-hollywood,Thee Experience,West Hollywood,CA,US,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-thee-image-sunny-isles-beach,Thee Image,Sunny Isles Beach,FL,US,,,Normalized from gdshowsdb 1968 bulk baseline.,,
venue-thelma-los-angeles,Thelma,Los Angeles,CA,US,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-thompson-arena-dartmouth-college-hanover,"Thompson Arena, Dartmouth College",Hanover,NH,US,,,Normalized from gdshowsdb 1978 bulk baseline.,,
venue-three-rivers-stadium-pittsburgh,Three Rivers Stadium,Pittsburgh,PA,US,40.446666666667,-80.012777777778,Normalized from gdshowsdb 1990 bulk baseline. Wikidata: Q1189339 (name+city matched).,outdoor,59000
venue-tivoli-concert-hall-copenhagen,Tivoli Concert Hall,Copenhagen,,Denmark,,,Normalized from gdshowsdb 1972 bulk baseline.,,
venue-tompkins-square-park-new-york,Tompkins Square Park,New York,NY,US,40.726111111111,-73.981388888889,Normalized from gdshowsdb 1967 bulk baseline. Wikidata: Q1310674 (name+city matched).,outdoor,
venue-tower-theater-upper-darby,Tower Theater,Upper Darby,PA,US,,,Normalized from gdshowsdb 1976 bulk baseline.,,
venue-town-park-telluride,Town Park,Telluride,CO,US,,,Normalized from gdshowsdb 1987 bulk baseline.,,
venue-tressider-memorial-union-tmu-deck-stanford-university-palo-alto,"Tressider Memorial Union (TMU) Deck, Stanford University",Palo Alto,CA,US,,,Normalized from gdshowsdb 1966 bulk baseline.,,
venue-trouper-s-hall-los-angeles,Trouper's Hall,Los Angeles,CA,US,,,Normalized from gdshowsdb 1966 bulk baseline.,,
venue-tulsa-fairgrounds-pavilion-tulsa,Tulsa Fairgrounds Pavilion,Tulsa,OK,US,,,Normalized from gdshowsdb 1979 bulk baseline.,,
venue-tyrone-guthrie-theater-minneapolis,Tyrone Guthrie Theater,Minneapolis,MN,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-uic-pavilion-university-of-illinois-chicago-chicago,"UIC Pavilion, University of Illinois, Chicago",Chicago,IL,US,41.8747,-87.6561,Normalized from gdshowsdb 1987 bulk baseline. Wikidata: Q3547208 (name+city matched).,,9500
venue-ungano-s-night-club-new-york,Ungano's Night Club,New York,NY,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-uni-dome-university-of-northern-iowa-cedar-falls,"Uni-Dome, University of Northern Iowa",Cedar Falls,IA,US,,,Normalized from gdshowsdb 1978 bulk baseline.,,
venue-unicorn-theater-la-jolla,Unicorn Theater,La Jolla,CA,US,,,Normalized from gdshowsdb 1966 bulk baseline.,,
venue-universal-amphitheatre-universal-city,Universal Amphitheatre,Universal City,CA,US,34.1382,-118.353,Normalized from gdshowsdb 1973 bulk baseline. Wikidata: Q1010349 (name+city matched).,outdoor,6189
venue-university-arena-university-of-new-mexico-albuquerque,"University Arena, University of New Mexico",Albuquerque,NM,US,35.067,-106.632,Normalized from gdshowsdb 1977 bulk baseline. Wikidata: Q7757281 (name+city matched).,indoor,15411
venue-university-auditorium-university-of-arizona-tucson,"University Auditorium, University of Arizona",Tucson,AZ,US,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-university-hall-university-of-virginia-charlottesville,"University Hall, University of Virginia",Charlottesville,VA,US,,,Normalized from gdshowsdb 1982 bulk baseline.,,
venue-university-of-alabama-memorial-coliseum-tuscaloosa,"University of Alabama, Memorial Coliseum",Tuscaloosa,AL,US,33.210833333333,-87.546111111111,Normalized from gdshowsdb 1977 bulk baseline. Wikidata: Q492318 (name+city matched).,,
venue-unknown-,Unknown,,CA,US,,,Normalized from gdshowsdb 1966 bulk baseline.,,
venue-unknown-lincoln,Unknown,Lincoln,NE,US,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-uptown-theatre-chicago,Uptown Theatre,Chicago,IL,US,41.969639,-87.659917,Normalized from gdshowsdb 1978 bulk baseline. Wikidata: Q7899457 (name+city matched).,indoor,
venue-usair-arena-landover,USAir Arena,Landover,MD,US,,,Normalized from gdshowsdb 1994 bulk baseline.,,
venue-utica-memorial-auditorium-utica,Utica Memorial Auditorium,Utica,NY,US,43.104982,-75.233492,Normalized from gdshowsdb 1973 bulk baseline. Wikidata: Q7902793 (name+city matched).,indoor,5700
venue-valley-unitarian-universalist-church-north-hills,Valley Unitarian Universalist Church,North Hills,CA,US,,,Normalized from gdshowsdb 1966 bulk baseline.,,
venue-ventura-county-fairgrounds-ventura,Ventura County Fairgrounds,Ventura,CA,US,,,Normalized from gdshowsdb 1982 bulk baseline.,,
venue-veterans-memorial-auditorium-columbus,Veterans Memorial Auditorium,Columbus,OH,US,,,Normalized from gdshowsdb 1972 bulk baseline.,,
venue-veterans-memorial-auditorium-santa-rosa,Veterans Memorial Auditorium,Santa Rosa,CA,US,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-veterans-memorial-coliseum-jacksonville,Veterans Memorial Coliseum,Jacksonville,FL,US,,,Normalized from gdshowsdb 1978 bulk baseline.,,
venue-veterans-memorial-hall-berkeley,Veterans Memorial Hall,Berkeley,CA,US,,,Normalized from gdshowsdb 1966 bulk baseline.,,
venue-village-theater-new-york,Village Theater,New York,NY,US,40.7276,-73.9886,Normalized from gdshowsdb 1967 bulk baseline. Wikidata: Q3072023 (name+city matched).,indoor,
venue-virginia-beach-civic-center-virginia-beach,Virginia Beach Civic Center,Virginia Beach,VA,US,,,Normalized from gdshowsdb 1968 bulk baseline.,,
venue-volunteer-park-seattle,Volunteer Park,Seattle,WA,US,47.630416666667,-122.31558333333,Normalized from gdshowsdb 1967 bulk baseline. Wikidata: Q7941040 (name+city matched).,outdoor,
venue-wallace-wade-stadium-duke-university-durham,"Wallace Wade Stadium, Duke University",Durham,NC,US,35.995278,-78.941667,Normalized from gdshowsdb 1971 bulk baseline. Wikidata: Q3565475 (name+city matched).,outdoor,33941
venue-walter-k-bel-halle-r-sselsheim,Walter K�bel Halle,R�sselsheim,,Germany,,,Normalized from gdshowsdb 1981 bulk baseline.,,
venue-warfield-theatre-san-francisco,Warfield Theatre,San Francisco,CA,US,37.7827,-122.41,Normalized from gdshowsdb 1980 bulk baseline. Wikidata: Q7773549 (name+city matched).,indoor,2300
venue-wembley-arena-london,Wembley Arena,London,,England,51.558081,-0.282773,Normalized from gdshowsdb 1990 bulk baseline. Wikidata: Q815571 (name+city matched).,indoor,12500
venue-west-gym-harpur-college-binghamton,"West Gym, Harpur College",Binghamton,NY,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-west-high-auditorium-anchorage,West High Auditorium,Anchorage,AK,US,,,Normalized from gdshowsdb 1980 bulk baseline.,,
venue-west-palm-beach-auditorium-west-palm-beach,West Palm Beach Auditorium,West Palm Beach,FL,US,,,Normalized from gdshowsdb 1982 bulk baseline.,,
venue-west-park-ann-arbor,West Park,Ann Arbor,MI,US,,,Normalized from gdshowsdb 1967 bulk baseline.,,
venue-whisky-a-go-go-san-francisco,Whisky-A-Go-Go,San Francisco,CA,US,,,Normalized from gdshowsdb 1967 bulk baseline.,,
venue-william-and-mary-hall-college-of-william-and-mary-williamsburg,"William and Mary Hall, College Of William and Mary",Williamsburg,VA,US,,,Normalized from gdshowsdb 1973 bulk baseline.,,
venue-william-randolph-hearst-greek-theatre-uc-berkeley-berkeley,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,US,,,Normalized from gdshowsdb 1967 bulk baseline.,,
venue-winnipeg-fairgrounds-winnipeg,Winnipeg Fairgrounds,Winnipeg,,Canada,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-winterland-san-francisco,Winterland,San Francisco,CA,US,,,Normalized from gdshowsdb 1972 bulk baseline.,,
venue-women-s-gym-san-francisco-state-university-san-francisco,"Women's Gym, San Francisco State University",San Francisco,CA,US,,,Normalized from gdshowsdb 1966 bulk baseline.,,
venue-world-music-theatre-tinley-park,World Music Theatre,Tinley Park,IL,US,,,Normalized from gdshowsdb 1990 bulk baseline.,,
venue-yale-bowl-new-haven,Yale Bowl,New Haven,CT,US,41.313056,-72.960556,Normalized from gdshowsdb 1971 bulk baseline. Wikidata: Q1535796 (name+city matched).,outdoor,61446
venue-york-farm-poynette,York Farm,Poynette,WI,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-youth-opportunities-center-compton,Youth Opportunities Center,Compton,CA,US,,,Normalized from gdshowsdb 1966 bulk baseline.,,
venue-youth-pavilion-expo-67-montreal,"Youth Pavilion, Expo '67",Montreal,,Canada,,,Normalized from gdshowsdb 1967 bulk baseline.,,
venue-z-nith-paris-paris,Z�nith Paris,Paris,,France,,,Normalized from gdshowsdb 1990 bulk baseline.,,
venue-zoo-amphitheatre-oklahoma-city,Zoo Amphitheatre,Oklahoma City,OK,US,,,Normalized from gdshowsdb 1981 bulk baseline.,,
