performance_id,person_id,role,instrument,notes,source_key,source_record_id
gd-1982-12-31-midnight-hour-3-5,person-stephen-kupka,guest,saxophone,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-midnight-hour-3-5,person-mic-gillette,guest,trumpet,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-not-fade-away-2-8,person-john-cipollina,guest,guitar,"John Cipollina (Quicksilver Messenger Service) joined for the back half of the second set. setlist.fm: Not Fade Away, Deal and Sunshine Daydream footnoted to him.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-deal-2-9,person-john-cipollina,guest,guitar,"John Cipollina (Quicksilver Messenger Service) joined for the back half of the second set. setlist.fm: Not Fade Away, Deal and Sunshine Daydream footnoted to him.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-sunshine-daydream-2-10,person-john-cipollina,guest,guitar,"John Cipollina (Quicksilver Messenger Service) joined for the back half of the second set. setlist.fm: Not Fade Away, Deal and Sunshine Daydream footnoted to him.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-c-c-rider-1-2,person-matthew-kelly,guest,harmonica,Matthew Kelly sat in on harmonica for one first-set song. setlist.fm footnotes C.C. Rider to him alone that night.,manual,research-memorial-and-nye-2026-09-18
gd-1981-12-12-it-s-all-over-now-baby-blue-2-1,person-joan-baez,guest,acoustic guitar,"Joan Baez closed the night's encore with the Dead behind her; the acoustic set where she sang eleven songs at this Dance for Disarmament benefit is missing from the catalog's setlist entirely (see data note). setlist.fm, Fiesta Hall Dec 12 1981; Lost Live Dead, ""December 12, 1981 Fiesta Hall.""",manual,research-memorial-and-nye-2026-09-18
gd-1981-12-12-it-s-all-over-now-baby-blue-2-1,person-joan-baez,guest,vocals,"Joan Baez closed the night's encore with the Dead behind her; the acoustic set where she sang eleven songs at this Dance for Disarmament benefit is missing from the catalog's setlist entirely (see data note). setlist.fm, Fiesta Hall Dec 12 1981; Lost Live Dead, ""December 12, 1981 Fiesta Hall.""",manual,research-memorial-and-nye-2026-09-18
gd-1981-12-31-it-must-have-been-the-roses-1-6,person-joan-baez,guest,vocals,"Joan Baez sang harmony on this song in the second set. setlist.fm footnotes ""It Must Have Been The Roses"" to her.",manual,research-memorial-and-nye-2026-09-18
gd-1981-12-31-it-s-all-over-now-baby-blue-3-4,person-joan-baez,guest,vocals,"Baez returned for the final encore, as she had two and a half weeks earlier at the Fiesta Hall benefit. setlist.fm footnotes the closing ""It's All Over Now, Baby Blue"" to her.",manual,research-memorial-and-nye-2026-09-18
gd-1981-12-31-c-c-rider-1-5,person-matthew-kelly,guest,harmonica,"Matthew Kelly sat in on harmonica through four songs spanning the first two sets. setlist.fm footnotes C.C. Rider, Big Boss Man, Minglewood Blues and Iko Iko to him.",manual,research-memorial-and-nye-2026-09-18
gd-1981-12-31-big-boss-man-1-8,person-matthew-kelly,guest,harmonica,"Matthew Kelly sat in on harmonica through four songs spanning the first two sets. setlist.fm footnotes C.C. Rider, Big Boss Man, Minglewood Blues and Iko Iko to him.",manual,research-memorial-and-nye-2026-09-18
gd-1981-12-31-minglewood-blues-1-9,person-matthew-kelly,guest,harmonica,"Matthew Kelly sat in on harmonica through four songs spanning the first two sets. setlist.fm footnotes C.C. Rider, Big Boss Man, Minglewood Blues and Iko Iko to him.",manual,research-memorial-and-nye-2026-09-18
gd-1981-12-31-iko-iko-2-1,person-matthew-kelly,guest,harmonica,"Matthew Kelly sat in on harmonica through four songs spanning the first two sets. setlist.fm footnotes C.C. Rider, Big Boss Man, Minglewood Blues and Iko Iko to him.",manual,research-memorial-and-nye-2026-09-18
gd-1981-12-31-the-other-one-2-7,person-john-cipollina,guest,guitar,"John Cipollina joined for a three-song run bridging Drums/Space back into the set. setlist.fm footnotes The Other One, Not Fade Away and Goin' Down The Road Feelin' Bad to him.",manual,research-memorial-and-nye-2026-09-18
gd-1981-12-31-not-fade-away-2-8,person-john-cipollina,guest,guitar,"John Cipollina joined for a three-song run bridging Drums/Space back into the set. setlist.fm footnotes The Other One, Not Fade Away and Goin' Down The Road Feelin' Bad to him.",manual,research-memorial-and-nye-2026-09-18
gd-1981-12-31-goin-down-the-road-feelin-bad-2-9,person-john-cipollina,guest,guitar,"John Cipollina joined for a three-song run bridging Drums/Space back into the set. setlist.fm footnotes The Other One, Not Fade Away and Goin' Down The Road Feelin' Bad to him.",manual,research-memorial-and-nye-2026-09-18
gd-1980-01-13-bridging-the-gap-2-2,person-joan-baez,guest,vocals,"After the Dead closed with U.S. Blues, Baez brought every performer from the Cambodian refugee benefit back out to sing her own ""Bridging The Gap"" together, which is what that catalog performance slot is. Lost Live Dead, ""January 13, 1980 Oakland Coliseum Arena.""",manual,research-memorial-and-nye-2026-09-18
